1	18791
2	13498
3	10702
4	8968
5	7716
6	6673
7	5923
8	5392
9	5082
10	4827
11	4546
12	4299
13	4012
14	3699
15	3360
16	3035
17	2784
18	2532
19	2366
20	2223
21	2128
22	2061
23	2021
24	1995
25	1971
26	1955
27	1945
28	1937
29	1931
30	1921
31	1906
32	1890
33	1866
34	1829
35	1798
36	1756
37	1706
38	1647
39	1577
40	1495
41	1404
42	1330
43	1251
44	1155
45	1085
46	1016
47	941
48	877
49	806
50	765
51	726
52	699
53	669
54	649
55	628
56	610
57	600
58	591
59	588
60	584
61	581
62	579
63	578
66	577
87	576
89	575
93	574
96	573
97	571
101	569
102	562
103	559
105	557
106	552
107	551
108	545
109	540
110	535
111	521
112	518
113	512
114	504
115	493
116	484
117	465
118	454
119	438
120	421
121	398
122	385
123	367
124	349
125	334
126	318
127	299
128	283
129	267
130	256
131	244
132	232
133	217
134	210
135	194
136	182
137	174
138	165
139	163
140	156
141	150
142	147
143	144
144	142
145	139
146	137
147	136
148	132
149	131
150	127
155	126
157	125
158	124
160	123
161	122
300	121
302	120
307	119
309	118
311	117
312	116
314	115
316	113
318	112
319	111
320	110
323	109
326	105
329	104
331	103
333	99
334	97
335	94
336	93
337	92
338	89
339	86
340	83
341	82
342	80
343	77
344	73
345	71
346	69
347	67
348	64
350	59
351	58
352	53
353	50
354	49
356	44
357	43
358	42
359	38
360	36
361	33
362	32
363	30
365	29
366	25
367	24
368	22
370	21
373	20
374	19
376	17
840	16
861	15
879	14
889	13
891	12
893	10
898	9
900	8
902	7
905	5
918	4
927	3
946	2
2180	1
