1	9052
2	6010
3	4558
4	3600
5	3040
6	2684
7	2404
8	2127
9	1866
10	1639
11	1455
12	1308
13	1204
14	1150
15	1108
16	1077
17	1054
18	1033
19	1004
20	975
21	927
22	879
23	821
24	754
25	698
26	632
27	576
28	521
29	486
30	440
31	402
32	384
33	368
34	358
35	352
36	347
37	343
38	342
40	340
49	338
51	337
52	336
53	334
54	330
56	328
57	325
58	322
59	318
60	312
61	306
62	300
63	293
64	287
65	277
66	268
67	261
68	254
69	240
70	229
71	217
72	202
73	191
74	178
75	167
76	150
77	136
78	129
79	119
80	110
81	105
82	98
83	97
84	95
85	93
86	92
87	88
88	87
89	84
90	80
92	79
93	78
94	77
96	76
100	75
102	74
161	73
166	72
172	71
175	69
179	68
180	66
181	65
182	64
183	63
184	61
185	59
189	57
190	53
194	52
195	51
196	48
198	45
199	44
200	43
201	41
202	38
203	35
204	34
205	33
207	28
208	27
209	26
211	25
212	21
213	20
214	17
215	15
218	14
220	13
221	12
222	11
489	10
492	9
494	8
507	6
509	5
524	4
527	3
542	2
1228	1
