1	8746
2	6198
3	4879
4	4044
5	3492
6	3040
7	2715
8	2478
9	2340
10	2203
11	2069
12	1914
13	1758
14	1604
15	1458
16	1311
17	1210
18	1108
19	1049
20	1016
21	981
22	963
23	958
24	949
25	943
26	938
27	937
28	927
29	919
30	911
31	894
32	875
33	848
34	821
35	787
36	749
37	709
38	662
39	623
40	579
41	537
42	498
43	460
44	432
45	399
46	369
47	344
48	332
49	315
50	301
51	287
52	283
53	277
54	273
55	272
56	267
58	266
85	265
87	264
89	262
91	261
92	259
94	258
95	256
96	251
97	246
98	245
99	242
100	236
101	234
102	231
103	229
104	224
105	218
106	209
107	199
108	195
109	185
110	175
111	163
112	155
113	145
114	129
115	116
116	109
117	104
118	99
119	94
120	88
121	84
122	80
124	74
125	73
126	68
127	67
128	66
129	63
130	62
133	60
136	58
145	57
265	56
269	55
272	54
277	53
278	52
281	51
283	50
284	49
285	47
286	46
288	45
289	44
290	43
291	41
292	40
293	39
294	38
295	37
296	35
297	34
299	33
300	32
301	31
302	30
303	29
304	28
306	26
308	24
309	23
311	21
314	20
316	17
317	16
318	14
320	13
322	12
323	11
325	10
328	9
343	8
714	7
725	6
752	5
767	3
771	2
775	1
