1	9510
2	5858
3	4240
4	3316
5	2672
6	2218
7	1905
8	1655
9	1491
10	1402
11	1314
12	1226
13	1142
14	1035
15	939
16	836
17	744
18	659
19	579
20	525
21	486
22	458
23	440
24	428
25	418
26	412
27	410
28	407
29	406
30	404
31	403
32	398
33	397
34	393
35	386
36	375
37	367
38	352
39	338
40	327
41	310
42	296
43	287
44	256
45	242
46	225
47	205
48	187
49	172
50	155
51	144
52	132
53	122
54	112
55	107
56	98
57	97
58	96
59	90
60	87
61	86
101	85
111	84
113	83
114	81
115	78
116	76
117	75
118	73
119	72
120	69
121	66
123	64
124	59
125	56
126	54
127	53
129	52
130	48
131	43
132	40
133	37
135	33
136	31
138	27
139	25
140	23
141	22
142	20
143	18
144	17
147	16
148	14
149	13
154	12
311	11
321	10
324	9
342	8
345	7
349	6
350	5
353	4
358	3
361	2
365	1
