1	15061
2	9902
3	7363
4	5903
5	4958
6	4274
7	3689
8	3219
9	2793
10	2493
11	2265
12	2105
13	2008
14	1933
15	1883
16	1823
17	1762
18	1668
19	1581
20	1488
21	1377
22	1233
23	1114
24	1011
25	923
26	834
27	766
28	717
29	676
30	646
31	620
32	598
33	591
34	585
35	583
36	579
37	578
38	577
44	576
46	575
47	573
48	571
49	565
50	559
51	557
52	549
53	540
54	524
55	506
56	490
57	473
58	452
59	430
60	412
61	385
62	365
63	347
64	325
65	303
66	286
67	266
68	249
69	228
70	212
71	197
72	184
73	175
74	166
75	152
76	145
77	140
78	133
79	128
80	127
82	124
83	123
142	121
154	120
157	119
159	117
160	116
161	115
162	114
165	113
167	111
168	110
169	107
171	105
172	102
173	101
174	97
175	94
176	92
178	88
179	84
180	82
181	80
182	78
183	71
184	64
185	61
186	57
187	54
189	52
190	48
191	43
192	39
193	38
194	37
196	35
197	33
198	30
199	29
200	27
202	26
203	24
204	23
205	21
207	20
208	19
212	18
214	17
434	16
477	15
478	14
479	13
482	12
487	11
495	10
496	8
497	7
498	6
504	5
507	4
508	3
509	2
1280	1
