1	25338
2	21196
3	18542
4	16705
5	15287
6	14064
7	12934
8	11940
9	11181
10	10606
11	10227
12	9987
13	9773
14	9499
15	9209
16	8863
17	8516
18	8096
19	7660
20	7225
21	6764
22	6349
23	6003
24	5732
25	5484
26	5329
27	5199
28	5113
29	5049
30	5014
31	4988
32	4972
33	4953
34	4947
35	4945
36	4940
37	4936
38	4933
39	4928
40	4920
41	4906
42	4880
43	4857
44	4828
45	4781
46	4726
47	4652
48	4573
49	4479
50	4375
51	4268
52	4136
53	3998
54	3846
55	3680
56	3541
57	3383
58	3226
59	3077
60	2915
61	2769
62	2646
63	2511
64	2426
65	2338
66	2279
67	2210
68	2156
69	2097
70	2062
71	2030
72	2015
73	1994
74	1978
75	1967
76	1958
77	1953
81	1948
82	1945
83	1942
126	1941
129	1940
130	1939
131	1938
132	1936
133	1930
134	1928
135	1927
136	1921
137	1916
138	1911
139	1903
140	1897
141	1889
142	1876
143	1859
144	1847
145	1834
146	1823
147	1813
148	1797
149	1773
150	1749
151	1717
152	1692
153	1667
154	1639
155	1610
156	1576
157	1538
158	1494
159	1448
160	1414
161	1370
162	1315
163	1267
164	1220
165	1175
166	1128
167	1088
168	1046
169	999
170	968
171	931
172	895
173	864
174	834
175	801
176	772
177	743
178	725
179	715
180	698
181	678
182	665
183	653
184	640
185	628
186	620
187	613
188	608
189	605
190	600
191	597
192	593
193	591
194	588
195	587
196	584
197	583
198	581
199	580
200	579
392	576
396	575
400	574
403	573
404	572
406	571
407	569
408	568
410	565
411	563
413	562
414	559
415	557
416	554
417	552
418	551
419	547
420	545
421	541
422	540
423	537
424	535
425	530
426	527
427	519
428	514
429	509
430	500
431	496
432	490
433	487
434	475
435	466
436	456
437	449
438	445
439	434
440	421
441	417
442	408
443	403
444	393
445	384
446	378
447	370
448	359
449	346
450	338
451	331
452	317
453	312
454	301
455	289
456	279
457	271
458	265
459	255
460	248
461	244
462	234
463	226
464	212
465	203
466	199
467	193
468	190
469	186
470	185
471	176
472	169
473	166
474	164
475	158
476	152
477	150
478	147
479	145
480	142
481	140
482	139
483	135
486	133
487	131
488	129
492	128
493	127
495	126
496	125
498	124
501	122
1059	121
1064	120
1068	119
1087	118
1092	116
1093	115
1094	114
1097	113
1098	112
1099	109
1100	108
1101	107
1103	106
1105	105
1106	104
1111	102
1112	101
1115	99
1117	98
1118	96
1119	95
1121	94
1122	92
1125	90
1127	88
1128	87
1129	86
1130	84
1131	83
1132	82
1133	80
1134	79
1136	77
1137	75
1138	74
1139	72
1140	71
1141	69
1142	65
1143	63
1144	61
1145	58
1146	57
1147	52
1148	50
1150	49
1154	48
1156	46
1157	45
1158	44
1159	41
1161	40
1162	39
1164	38
1166	37
1168	36
1172	35
1173	34
1174	30
1175	29
1182	27
1183	25
1184	24
1185	23
1186	22
1188	21
1202	20
1210	19
1219	18
1227	17
2542	16
2544	15
2550	14
2553	13
2569	12
2574	11
2584	10
2613	9
2615	8
2629	7
2632	6
2633	5
2655	4
2660	3
2664	2
5295	1
