1	8612
2	6594
3	5419
4	4662
5	4118
6	3731
7	3398
8	3081
9	2775
10	2522
11	2334
12	2186
13	2097
14	2042
15	1987
16	1937
17	1884
18	1825
19	1754
20	1683
21	1587
22	1491
23	1380
24	1283
25	1176
26	1089
27	1010
28	966
29	929
30	893
31	863
32	842
33	830
34	814
35	807
36	804
37	802
40	801
41	800
45	799
47	798
48	795
49	794
50	793
51	786
52	780
53	776
54	767
55	758
56	750
57	730
58	709
59	685
60	657
61	633
62	602
63	575
64	551
65	524
66	500
67	467
68	445
69	419
70	395
71	377
72	353
73	329
74	315
75	300
76	283
77	267
78	254
79	244
80	239
81	235
82	230
83	227
84	226
85	225
86	220
88	219
89	218
144	216
147	215
153	214
155	213
156	211
157	210
158	208
159	207
162	206
163	205
164	202
166	197
167	193
168	191
169	189
170	186
171	180
172	176
173	166
174	162
175	157
176	152
177	149
178	146
179	140
180	134
181	129
182	124
183	119
184	118
185	116
186	109
187	105
188	101
189	98
190	93
191	88
192	85
193	81
194	76
195	70
196	68
197	66
198	65
200	62
201	61
203	60
204	59
206	56
207	53
208	52
215	51
423	50
425	49
434	48
437	46
438	45
443	43
444	42
445	41
446	40
449	39
450	37
452	34
455	33
457	32
460	31
461	30
462	29
463	27
464	26
465	24
467	23
468	21
470	19
472	18
473	15
474	14
483	13
485	11
490	10
494	9
1018	7
1023	6
1030	5
1058	4
1067	3
1080	2
1089	1
