1	0
2	0.051221
3	0.0516975
4	0.0581571
5	0.0464912
6	0.0524655
7	0.0563654
8	0.050887
9	0.0515537
10	0.0618056
11	0.0617716
12	0.0510878
13	0.0565916
14	0.0491487
15	0.0457726
16	0.0501832
17	0.0549358
18	0.0529412
19	0.0603314
20	0.0524211
21	0.04161
22	0.0474525
23	0.0545949
24	0.0404589
25	0.0413333
26	0.03
27	0.042735
28	0.0466524
29	0.0529557
32	0.0524194
33	0.0411932
34	0.0499109
35	0.0504202
36	0.0460317
37	0.0465465
38	0.0481127
39	0.0504573
40	0.0593688
41	0.0443715
42	0.0554961
43	0.0450581
44	0.0510652
45	0.046835
46	0.0481387
47	0.048434
48	0.0503103
49	0.0479835
50	0.0541497
51	0.0481283
52	0.0419091
53	0.0428157
54	0.0531874
55	0.0494108
56	0.0402297
57	0.0473058
58	0.0175439
59	0.0372102
60	0.0495292
63	0.0706605
106	0.0458221
110	0.0380317
113	0.0415613
114	0.0459556
115	0.0344012
116	0.0556222
117	0.0346301
118	0.0394756
119	0.034468
120	0.0428571
121	0.0389348
122	0.041188
123	0.034253
125	0.0354839
126	0.0411429
127	0.0420274
128	0.044635
129	0.0290698
130	0.0429338
131	0.0330352
132	0.0307657
133	0.0367183
134	0.0354618
135	0.034052
136	0.0380135
137	0.0446623
138	0.0381555
139	0.0338238
140	0.0408359
141	0.0378293
143	0.0367872
144	0.0326826
146	0.0362069
148	0.0335716
149	0.0497914
160	0.0294811
324	0.0244024
337	0.0234719
357	0.0216806
360	0.0258711
366	0.0244317
369	0.0260929
380	0.0228812
931	0.0124773
