1	0
2	0.0901288
3	0.0916955
4	0.0878594
5	0.0837967
6	0.0896889
7	0.0851045
8	0.0920507
9	0.0959695
10	0.0940293
11	0.0886272
12	0.0963995
13	0.091341
14	0.0903433
15	0.0851282
16	0.0901394
17	0.0843254
18	0.0925122
19	0.096757
20	0.0887535
21	0.0837953
22	0.0865801
23	0.076619
24	0.0880133
25	0.0741667
26	0.0775385
27	0.0754986
28	0.10582
29	0.0800493
30	0.101609
31	0.0913978
32	0.0973622
33	0.0829238
34	0.084009
35	0.0882353
36	0.0924444
37	0.0910572
38	0.0892502
39	0.0887806
40	0.0829811
41	0.0827126
42	0.0801247
43	0.0827335
44	0.0831169
45	0.0842629
46	0.0818422
47	0.0840657
48	0.0851189
49	0.0803053
50	0.0788697
51	0.0826434
52	0.0867521
53	0.0874819
54	0.0824931
55	0.0785634
56	0.0843506
57	0.0936369
58	0.0756201
59	0.086353
60	0.107533
61	0.0980874
62	0.0893707
63	0.0737327
66	0.126807
87	0.074579
89	0.108018
93	0.0719963
96	0.0689693
97	0.0809708
101	0.0736082
102	0.0751958
103	0.0649153
105	0.0769963
106	0.0934412
107	0.0911068
108	0.0805815
109	0.0691811
110	0.0754489
111	0.0911821
112	0.0844326
113	0.0775696
114	0.0754824
115	0.0761759
116	0.07781
117	0.0750074
118	0.0702296
119	0.0694907
120	0.0712824
121	0.0708019
122	0.0758272
123	0.0771347
124	0.0764315
125	0.0699113
126	0.0696316
127	0.0722296
128	0.0692482
129	0.0721679
130	0.0743789
131	0.0748189
132	0.0770792
133	0.0767178
134	0.0694226
135	0.0755113
136	0.0639025
137	0.0694743
138	0.0841532
139	0.0652619
140	0.0708291
141	0.0672746
142	0.0694236
143	0.0676647
144	0.0719697
145	0.0751916
146	0.0551724
147	0.0682369
148	0.0766685
149	0.0753673
150	0.0756152
155	0.0701299
157	0.0534869
158	0.0590986
160	0.0512579
161	0.0611025
300	0.0519064
302	0.050956
307	0.0548377
309	0.0472524
311	0.0636241
312	0.05599
314	0.0554018
316	0.06088
318	0.0656707
319	0.0605863
320	0.0678023
323	0.0552719
326	0.0607268
329	0.0627363
331	0.0499954
333	0.0521184
334	0.0534726
335	0.0626866
336	0.0500711
337	0.0602068
338	0.0527043
339	0.0533907
340	0.0559431
341	0.0568311
342	0.0544362
343	0.0517916
344	0.0534867
345	0.0565514
346	0.0544525
347	0.0585309
348	0.0578295
350	0.0531478
351	0.0533306
352	0.049791
353	0.0492748
354	0.0540372
356	0.0477282
357	0.0516791
358	0.0547061
359	0.0528856
360	0.0511245
361	0.0563912
362	0.0537794
363	0.0485366
365	0.051469
366	0.0504229
367	0.0465991
368	0.0434783
370	0.058434
373	0.0460088
374	0.0490674
376	0.0523121
840	0.0367382
861	0.0332566
879	0.0310543
889	0.0319987
891	0.0324111
893	0.0337027
898	0.029426
900	0.0321664
902	0.0324405
905	0.0321274
918	0.032397
927	0.0295137
946	0.0293561
2180	0.0143245
