1	9523
2	5835
3	4222
4	3320
5	2677
6	2222
7	1888
8	1660
9	1488
10	1383
11	1306
12	1217
13	1142
14	1036
15	926
16	816
17	732
18	659
19	575
20	522
21	483
22	454
23	438
24	425
25	416
26	411
27	406
28	405
29	404
30	401
31	400
32	396
33	394
34	391
35	385
36	373
37	366
38	354
39	337
40	321
41	312
42	290
43	272
44	250
45	233
46	214
47	196
48	176
49	162
50	146
51	136
52	125
53	117
54	107
55	103
56	98
57	95
58	94
59	89
60	86
62	85
100	84
110	83
111	82
112	81
113	80
114	78
115	77
116	76
117	75
118	74
119	69
120	67
121	65
122	63
123	60
124	59
125	58
126	54
127	53
128	50
129	46
130	44
132	40
133	37
134	35
135	33
136	29
137	27
138	26
139	25
140	22
142	21
143	20
144	18
145	17
146	15
149	14
150	12
309	11
316	10
322	9
340	8
347	7
348	6
354	5
356	4
357	2
363	1
